metric,value
hbn_atoms,1680
candidate_bonds_lt_0p20nm,2460
degree0_atoms,0
degree1_atoms,60
degree2_atoms,0
degree3_atoms,1620
degree_gt3_atoms,0

atom_i,atom_j,name_i,name_j,elem_i,elem_j,distance_nm
1350,1407,N1350,B1407,N,B,0.14483
1502,1561,N1502,B1561,N,B,0.14483
1512,1569,N1512,B1569,N,B,0.14483
1518,1575,N1518,B1575,N,B,0.14483
1526,1585,N1526,B1585,N,B,0.14483
6,65,N0006,B0065,N,B,0.14483
12,71,N0012,B0071,N,B,0.14483
22,79,N0022,B0079,N,B,0.14483
58,115,N0058,B0115,N,B,0.14483
124,183,N0124,B0183,N,B,0.14483
130,189,N0130,B0189,N,B,0.14483
140,197,N0140,B0197,N,B,0.14483
176,233,N0176,B0233,N,B,0.14483
242,301,N0242,B0301,N,B,0.14483
248,307,N0248,B0307,N,B,0.14483
258,315,N0258,B0315,N,B,0.14483
294,351,N0294,B0351,N,B,0.14483
544,601,N0544,B0601,N,B,0.14483
552,611,N0552,B0611,N,B,0.14483
588,647,N0588,B0647,N,B,0.14483
598,655,N0598,B0655,N,B,0.14483
730,787,N0730,B0787,N,B,0.14483
766,823,N0766,B0823,N,B,0.14483
774,833,N0774,B0833,N,B,0.14483
780,839,N0780,B0839,N,B,0.14483
788,847,N0788,B0847,N,B,0.14483
824,883,N0824,B0883,N,B,0.14483
834,891,N0834,B0891,N,B,0.14483
840,897,N0840,B0897,N,B,0.14483
906,965,N0906,B0965,N,B,0.14483
942,1001,N0942,B1001,N,B,0.14483
952,1009,N0952,B1009,N,B,0.14483
958,1015,N0958,B1015,N,B,0.14483
966,1023,N0966,B1023,N,B,0.14483
1002,1059,N1002,B1059,N,B,0.14483
1010,1069,N1010,B1069,N,B,0.14483
1016,1075,N1016,B1075,N,B,0.14483
1202,1319,N1202,B1319,N,B,0.14483
1238,1295,N1238,B1295,N,B,0.14483
1246,1305,N1246,B1305,N,B,0.14483
1252,1311,N1252,B1311,N,B,0.14483
1296,1355,N1296,B1355,N,B,0.14483
1306,1363,N1306,B1363,N,B,0.14483
1312,1369,N1312,B1369,N,B,0.14483
1320,1379,N1320,B1379,N,B,0.14483
1356,1413,N1356,B1413,N,B,0.14483
1364,1423,N1364,B1423,N,B,0.14483
1370,1429,N1370,B1429,N,B,0.14483
1380,1437,N1380,B1437,N,B,0.14483
1532,1591,N1532,B1591,N,B,0.14483
1542,1599,N1542,B1599,N,B,0.14483
1548,1605,N1548,B1605,N,B,0.14483
1556,1615,N1556,B1615,N,B,0.14483
616,675,N0616,B0675,N,B,0.14484
642,701,N0642,B0701,N,B,0.14484
852,911,N0852,B0911,N,B,0.14484
878,937,N0878,B0937,N,B,0.14484
1148,1205,N1148,B1205,N,B,0.14484
1174,1231,N1174,B1231,N,B,0.14484
1384,1441,N1384,B1441,N,B,0.14484
1410,1467,N1410,B1467,N,B,0.14484
1442,1501,N1442,B1501,N,B,0.14484
1468,1527,N1468,B1527,N,B,0.14484
86,143,N0086,B0143,N,B,0.14484
112,169,N0112,B0169,N,B,0.14484
204,261,N0204,B0261,N,B,0.14484
230,287,N0230,B0287,N,B,0.14484
322,379,N0322,B0379,N,B,0.14484
348,405,N0348,B0405,N,B,0.14484
440,497,N0440,B0497,N,B,0.14484
466,523,N0466,B0523,N,B,0.14484
498,557,N0498,B0557,N,B,0.14484
524,583,N0524,B0583,N,B,0.14484
676,733,N0676,B0733,N,B,0.14484
702,759,N0702,B0759,N,B,0.14484
1030,1087,N1030,B1087,N,B,0.14484
1056,1113,N1056,B1113,N,B,0.14484
1088,1147,N1088,B1147,N,B,0.14484
1114,1173,N1114,B1173,N,B,0.14484
1586,1645,N1586,B1645,N,B,0.14484
1620,1679,N1620,B1679,N,B,0.14484
614,671,N0614,B0671,N,B,0.14484
646,703,N0646,B0703,N,B,0.14484
850,907,N0850,B0907,N,B,0.14484
882,939,N0882,B0939,N,B,0.14484
1144,1203,N1144,B1203,N,B,0.14484
1176,1235,N1176,B1235,N,B,0.14484
1412,1471,N1412,B1471,N,B,0.14484
1440,1499,N1440,B1499,N,B,0.14484
1472,1529,N1472,B1529,N,B,0.14484
1500,1557,N1500,B1557,N,B,0.14484
82,141,N0082,B0141,N,B,0.14484
114,173,N0114,B0173,N,B,0.14484
200,259,N0200,B0259,N,B,0.14484
232,291,N0232,B0291,N,B,0.14484
318,377,N0318,B0377,N,B,0.14484
350,409,N0350,B0409,N,B,0.14484
628,687,N0628,B0687,N,B,0.14484
630,689,N0630,B0689,N,B,0.14484
864,923,N0864,B0923,N,B,0.14484
866,925,N0866,B0925,N,B,0.14484
1160,1217,N1160,B1217,N,B,0.14484
1162,1219,N1162,B1219,N,B,0.14484
1396,1453,N1396,B1453,N,B,0.14484
1398,1455,N1398,B1455,N,B,0.14484
1454,1513,N1454,B1513,N,B,0.14484
1456,1515,N1456,B1515,N,B,0.14484
98,155,N0098,B0155,N,B,0.14484
100,157,N0100,B0157,N,B,0.14484
216,273,N0216,B0273,N,B,0.14484
218,275,N0218,B0275,N,B,0.14484
334,391,N0334,B0391,N,B,0.14484
336,393,N0336,B0393,N,B,0.14484
436,495,N0436,B0495,N,B,0.14484
468,527,N0468,B0527,N,B,0.14484
496,553,N0496,B0553,N,B,0.14484
528,585,N0528,B0585,N,B,0.14484
672,731,N0672,B0731,N,B,0.14484
704,763,N0704,B0763,N,B,0.14484
1026,1085,N1026,B1085,N,B,0.14484
1058,1117,N1058,B1117,N,B,0.14484
1086,1143,N1086,B1143,N,B,0.14484
1118,1175,N1118,B1175,N,B,0.14484
1590,1647,N1590,B1647,N,B,0.14484
1618,1675,N1618,B1675,N,B,0.14484
452,509,N0452,B0509,N,B,0.14484
454,511,N0454,B0511,N,B,0.14484
510,569,N0510,B0569,N,B,0.14484
512,571,N0512,B0571,N,B,0.14484
688,745,N0688,B0745,N,B,0.14484
690,747,N0690,B0747,N,B,0.14484
1042,1099,N1042,B1099,N,B,0.14484
1044,1101,N1044,B1101,N,B,0.14484
1100,1159,N1100,B1159,N,B,0.14484
1102,1161,N1102,B1161,N,B,0.14484
1572,1631,N1572,B1631,N,B,0.14484
1574,1633,N1574,B1633,N,B,0.14484
608,665,N0608,B0665,N,B,0.14488
652,709,N0652,B0709,N,B,0.14488
844,901,N0844,B0901,N,B,0.14488
888,945,N0888,B0945,N,B,0.14488
1182,1241,N1182,B1241,N,B,0.14488
1198,1257,N1198,B1257,N,B,0.14488
1418,1477,N1418,B1477,N,B,0.14488
1434,1493,N1434,B1493,N,B,0.14488
1478,1535,N1478,B1535,N,B,0.14488
1494,1551,N1494,B1551,N,B,0.14488
76,135,N0076,B0135,N,B,0.14488
120,179,N0120,B0179,N,B,0.14488
194,253,N0194,B0253,N,B,0.14488
238,297,N0238,B0297,N,B,0.14488
312,371,N0312,B0371,N,B,0.14488
356,415,N0356,B0415,N,B,0.14488
430,489,N0430,B0489,N,B,0.14488
474,533,N0474,B0533,N,B,0.14488
490,547,N0490,B0547,N,B,0.14488
534,591,N0534,B0591,N,B,0.14488
666,725,N0666,B0725,N,B,0.14488
710,769,N0710,B0769,N,B,0.14488
1064,1123,N1064,B1123,N,B,0.14488
1080,1139,N1080,B1139,N,B,0.14488
1124,1181,N1124,B1181,N,B,0.14488
1140,1197,N1140,B1197,N,B,0.14488
1596,1653,N1596,B1653,N,B,0.14488
1612,1669,N1612,B1669,N,B,0.14488
604,663,N0604,B0663,N,B,0.14489
654,713,N0654,B0713,N,B,0.14489
890,949,N0890,B0949,N,B,0.14489
900,959,N0900,B0959,N,B,0.14489
1186,1243,N1186,B1243,N,B,0.14489
1196,1253,N1196,B1253,N,B,0.14489
1422,1479,N1422,B1479,N,B,0.14489
1432,1489,N1432,B1489,N,B,0.14489
1480,1539,N1480,B1539,N,B,0.14489
1490,1549,N1490,B1549,N,B,0.14489
64,121,N0064,B0121,N,B,0.14489
74,131,N0074,B0131,N,B,0.14489
182,299,N0182,B0299,N,B,0.14489
192,249,N0192,B0249,N,B,0.14489
310,367,N0310,B0367,N,B,0.14489
360,417,N0360,B0417,N,B,0.14489
610,667,N0610,B0667,N,B,0.14489
650,707,N0650,B0707,N,B,0.14489
846,903,N0846,B0903,N,B,0.14489
886,943,N0886,B0943,N,B,0.14489
1180,1239,N1180,B1239,N,B,0.14489
1200,1259,N1200,B1259,N,B,0.14489
1416,1475,N1416,B1475,N,B,0.14489
1436,1495,N1436,B1495,N,B,0.14489
1476,1533,N1476,B1533,N,B,0.14489
1496,1553,N1496,B1553,N,B,0.14489
614,673,N0614,B0673,N,B,0.14489
644,703,N0644,B0703,N,B,0.14489
850,909,N0850,B0909,N,B,0.14489
880,939,N0880,B0939,N,B,0.14489
1146,1203,N1146,B1203,N,B,0.14489
1176,1233,N1176,B1233,N,B,0.14489
1382,1499,N1382,B1499,N,B,0.14489
1412,1469,N1412,B1469,N,B,0.14489
1470,1529,N1470,B1529,N,B,0.14489
1500,1559,N1500,B1559,N,B,0.14489
428,485,N0428,B0485,N,B,0.14489
478,535,N0478,B0535,N,B,0.14489
486,545,N0486,B0545,N,B,0.14489
536,595,N0536,B0595,N,B,0.14489
664,721,N0664,B0721,N,B,0.14489
714,771,N0714,B0771,N,B,0.14489
1068,1125,N1068,B1125,N,B,0.14489
1078,1135,N1078,B1135,N,B,0.14489
1126,1185,N1126,B1185,N,B,0.14489
1136,1195,N1136,B1195,N,B,0.14489
1598,1657,N1598,B1657,N,B,0.14489
1608,1667,N1608,B1667,N,B,0.14489
78,137,N0078,B0137,N,B,0.14489
118,177,N0118,B0177,N,B,0.14489
196,255,N0196,B0255,N,B,0.14489
236,295,N0236,B0295,N,B,0.14489
314,373,N0314,B0373,N,B,0.14489
354,413,N0354,B0413,N,B,0.14489
84,141,N0084,B0141,N,B,0.14489
114,171,N0114,B0171,N,B,0.14489
202,259,N0202,B0259,N,B,0.14489
232,289,N0232,B0289,N,B,0.14489
320,377,N0320,B0377,N,B,0.14489
350,407,N0350,B0407,N,B,0.14489
432,491,N0432,B0491,N,B,0.14489
472,531,N0472,B0531,N,B,0.14489
492,549,N0492,B0549,N,B,0.14489
532,589,N0532,B0589,N,B,0.14489
668,727,N0668,B0727,N,B,0.14489
708,767,N0708,B0767,N,B,0.14489
1022,1081,N1022,B1081,N,B,0.14489
1062,1121,N1062,B1121,N,B,0.14489
1082,1199,N1082,B1199,N,B,0.14489
1122,1179,N1122,B1179,N,B,0.14489
1594,1651,N1594,B1651,N,B,0.14489
1614,1671,N1614,B1671,N,B,0.14489
438,495,N0438,B0495,N,B,0.14489
468,525,N0468,B0525,N,B,0.14489
496,555,N0496,B0555,N,B,0.14489
526,585,N0526,B0585,N,B,0.14489
674,731,N0674,B0731,N,B,0.14489
704,761,N0704,B0761,N,B,0.14489
1028,1085,N1028,B1085,N,B,0.14489
1058,1115,N1058,B1115,N,B,0.14489
1086,1145,N1086,B1145,N,B,0.14489
1116,1175,N1116,B1175,N,B,0.14489
1588,1647,N1588,B1647,N,B,0.14489
1618,1677,N1618,B1677,N,B,0.14489
622,681,N0622,B0681,N,B,0.14492
636,695,N0636,B0695,N,B,0.14492
858,917,N0858,B0917,N,B,0.14492
872,931,N0872,B0931,N,B,0.14492
1154,1211,N1154,B1211,N,B,0.14492
1168,1225,N1168,B1225,N,B,0.14492
1390,1447,N1390,B1447,N,B,0.14492
1404,1461,N1404,B1461,N,B,0.14492
1448,1507,N1448,B1507,N,B,0.14492
1462,1521,N1462,B1521,N,B,0.14492
92,149,N0092,B0149,N,B,0.14492
106,163,N0106,B0163,N,B,0.14492
210,267,N0210,B0267,N,B,0.14492
224,281,N0224,B0281,N,B,0.14492
328,385,N0328,B0385,N,B,0.14492
342,399,N0342,B0399,N,B,0.14492
446,503,N0446,B0503,N,B,0.14492
460,517,N0460,B0517,N,B,0.14492
504,563,N0504,B0563,N,B,0.14492
518,577,N0518,B0577,N,B,0.14492
682,739,N0682,B0739,N,B,0.14492
696,753,N0696,B0753,N,B,0.14492
1036,1093,N1036,B1093,N,B,0.14492
1050,1107,N1050,B1107,N,B,0.14492
1094,1153,N1094,B1153,N,B,0.14492
1108,1167,N1108,B1167,N,B,0.14492
1566,1625,N1566,B1625,N,B,0.14492
1580,1639,N1580,B1639,N,B,0.14492
481,482,B0481,N0482,B,N,0.14500
483,484,B0483,N0484,B,N,0.14500
485,486,B0485,N0486,B,N,0.14500
487,488,B0487,N0488,B,N,0.14500
489,490,B0489,N0490,B,N,0.14500
491,492,B0491,N0492,B,N,0.14500
493,494,B0493,N0494,B,N,0.14500
495,496,B0495,N0496,B,N,0.14500
497,498,B0497,N0498,B,N,0.14500
499,500,B0499,N0500,B,N,0.14500
501,502,B0501,N0502,B,N,0.14500
503,504,B0503,N0504,B,N,0.14500
505,506,B0505,N0506,B,N,0.14500
507,508,B0507,N0508,B,N,0.14500
509,510,B0509,N0510,B,N,0.14500
511,512,B0511,N0512,B,N,0.14500
513,514,B0513,N0514,B,N,0.14500
515,516,B0515,N0516,B,N,0.14500
517,518,B0517,N0518,B,N,0.14500
519,520,B0519,N0520,B,N,0.14500
521,522,B0521,N0522,B,N,0.14500
523,524,B0523,N0524,B,N,0.14500
525,526,B0525,N0526,B,N,0.14500
527,528,B0527,N0528,B,N,0.14500
529,530,B0529,N0530,B,N,0.14500
531,532,B0531,N0532,B,N,0.14500
533,534,B0533,N0534,B,N,0.14500
535,536,B0535,N0536,B,N,0.14500
537,538,B0537,N0538,B,N,0.14500
539,540,B0539,N0540,B,N,0.14500
541,542,B0541,N0542,B,N,0.14500
543,544,B0543,N0544,B,N,0.14500
545,546,B0545,N0546,B,N,0.14500
547,548,B0547,N0548,B,N,0.14500
549,550,B0549,N0550,B,N,0.14500
551,552,B0551,N0552,B,N,0.14500
553,554,B0553,N0554,B,N,0.14500
555,556,B0555,N0556,B,N,0.14500
557,558,B0557,N0558,B,N,0.14500
559,560,B0559,N0560,B,N,0.14500
561,562,B0561,N0562,B,N,0.14500
563,564,B0563,N0564,B,N,0.14500
565,566,B0565,N0566,B,N,0.14500
567,568,B0567,N0568,B,N,0.14500
569,570,B0569,N0570,B,N,0.14500
571,572,B0571,N0572,B,N,0.14500
573,574,B0573,N0574,B,N,0.14500
575,576,B0575,N0576,B,N,0.14500
577,578,B0577,N0578,B,N,0.14500
579,580,B0579,N0580,B,N,0.14500
581,582,B0581,N0582,B,N,0.14500
583,584,B0583,N0584,B,N,0.14500
585,586,B0585,N0586,B,N,0.14500
587,588,B0587,N0588,B,N,0.14500
589,590,B0589,N0590,B,N,0.14500
591,592,B0591,N0592,B,N,0.14500
593,594,B0593,N0594,B,N,0.14500
595,596,B0595,N0596,B,N,0.14500
597,598,B0597,N0598,B,N,0.14500
599,600,B0599,N0600,B,N,0.14500
721,722,B0721,N0722,B,N,0.14500
723,724,B0723,N0724,B,N,0.14500
725,726,B0725,N0726,B,N,0.14500
727,728,B0727,N0728,B,N,0.14500
729,730,B0729,N0730,B,N,0.14500
731,732,B0731,N0732,B,N,0.14500
733,734,B0733,N0734,B,N,0.14500
735,736,B0735,N0736,B,N,0.14500
737,738,B0737,N0738,B,N,0.14500
739,740,B0739,N0740,B,N,0.14500
741,742,B0741,N0742,B,N,0.14500
743,744,B0743,N0744,B,N,0.14500
745,746,B0745,N0746,B,N,0.14500
747,748,B0747,N0748,B,N,0.14500
749,750,B0749,N0750,B,N,0.14500
751,752,B0751,N0752,B,N,0.14500
753,754,B0753,N0754,B,N,0.14500
755,756,B0755,N0756,B,N,0.14500
757,758,B0757,N0758,B,N,0.14500
759,760,B0759,N0760,B,N,0.14500
761,762,B0761,N0762,B,N,0.14500
763,764,B0763,N0764,B,N,0.14500
765,766,B0765,N0766,B,N,0.14500
767,768,B0767,N0768,B,N,0.14500
769,770,B0769,N0770,B,N,0.14500
771,772,B0771,N0772,B,N,0.14500
773,774,B0773,N0774,B,N,0.14500
775,776,B0775,N0776,B,N,0.14500
777,778,B0777,N0778,B,N,0.14500
779,780,B0779,N0780,B,N,0.14500
961,962,B0961,N0962,B,N,0.14500
963,964,B0963,N0964,B,N,0.14500
965,966,B0965,N0966,B,N,0.14500
967,968,B0967,N0968,B,N,0.14500
969,970,B0969,N0970,B,N,0.14500
971,972,B0971,N0972,B,N,0.14500
973,974,B0973,N0974,B,N,0.14500
975,976,B0975,N0976,B,N,0.14500
977,978,B0977,N0978,B,N,0.14500
979,980,B0979,N0980,B,N,0.14500
981,982,B0981,N0982,B,N,0.14500
983,984,B0983,N0984,B,N,0.14500
985,986,B0985,N0986,B,N,0.14500
987,988,B0987,N0988,B,N,0.14500
989,990,B0989,N0990,B,N,0.14500
991,992,B0991,N0992,B,N,0.14500
993,994,B0993,N0994,B,N,0.14500
995,996,B0995,N0996,B,N,0.14500
997,998,B0997,N0998,B,N,0.14500
999,1000,B0999,N1000,B,N,0.14500
1001,1002,B1001,N1002,B,N,0.14500
1003,1004,B1003,N1004,B,N,0.14500
1005,1006,B1005,N1006,B,N,0.14500
1007,1008,B1007,N1008,B,N,0.14500
1009,1010,B1009,N1010,B,N,0.14500
1011,1012,B1011,N1012,B,N,0.14500
1013,1014,B1013,N1014,B,N,0.14500
1015,1016,B1015,N1016,B,N,0.14500
1017,1018,B1017,N1018,B,N,0.14500
1019,1020,B1019,N1020,B,N,0.14500
1021,1022,B1021,N1022,B,N,0.14500
1023,1024,B1023,N1024,B,N,0.14500
1025,1026,B1025,N1026,B,N,0.14500
1027,1028,B1027,N1028,B,N,0.14500
1029,1030,B1029,N1030,B,N,0.14500
1031,1032,B1031,N1032,B,N,0.14500
1033,1034,B1033,N1034,B,N,0.14500
1035,1036,B1035,N1036,B,N,0.14500
1037,1038,B1037,N1038,B,N,0.14500
1039,1040,B1039,N1040,B,N,0.14500
1041,1042,B1041,N1042,B,N,0.14500
1043,1044,B1043,N1044,B,N,0.14500
1045,1046,B1045,N1046,B,N,0.14500
1047,1048,B1047,N1048,B,N,0.14500
1049,1050,B1049,N1050,B,N,0.14500
1051,1052,B1051,N1052,B,N,0.14500
1053,1054,B1053,N1054,B,N,0.14500
1055,1056,B1055,N1056,B,N,0.14500
1057,1058,B1057,N1058,B,N,0.14500
1059,1060,B1059,N1060,B,N,0.14500
1061,1062,B1061,N1062,B,N,0.14500
1063,1064,B1063,N1064,B,N,0.14500
1065,1066,B1065,N1066,B,N,0.14500
1067,1068,B1067,N1068,B,N,0.14500
1069,1070,B1069,N1070,B,N,0.14500
1071,1072,B1071,N1072,B,N,0.14500
1073,1074,B1073,N1074,B,N,0.14500
1075,1076,B1075,N1076,B,N,0.14500
1077,1078,B1077,N1078,B,N,0.14500
1079,1080,B1079,N1080,B,N,0.14500
1081,1082,B1081,N1082,B,N,0.14500
1083,1084,B1083,N1084,B,N,0.14500
1085,1086,B1085,N1086,B,N,0.14500
1087,1088,B1087,N1088,B,N,0.14500
1089,1090,B1089,N1090,B,N,0.14500
1091,1092,B1091,N1092,B,N,0.14500
1093,1094,B1093,N1094,B,N,0.14500
1095,1096,B1095,N1096,B,N,0.14500
1097,1098,B1097,N1098,B,N,0.14500
1099,1100,B1099,N1100,B,N,0.14500
1101,1102,B1101,N1102,B,N,0.14500
1103,1104,B1103,N1104,B,N,0.14500
1105,1106,B1105,N1106,B,N,0.14500
1107,1108,B1107,N1108,B,N,0.14500
1109,1110,B1109,N1110,B,N,0.14500
1111,1112,B1111,N1112,B,N,0.14500
1113,1114,B1113,N1114,B,N,0.14500
1115,1116,B1115,N1116,B,N,0.14500
1117,1118,B1117,N1118,B,N,0.14500
1119,1120,B1119,N1120,B,N,0.14500
1121,1122,B1121,N1122,B,N,0.14500
1123,1124,B1123,N1124,B,N,0.14500
1125,1126,B1125,N1126,B,N,0.14500
1127,1128,B1127,N1128,B,N,0.14500
1129,1130,B1129,N1130,B,N,0.14500
1131,1132,B1131,N1132,B,N,0.14500
1133,1134,B1133,N1134,B,N,0.14500
1135,1136,B1135,N1136,B,N,0.14500
1137,1138,B1137,N1138,B,N,0.14500
1139,1140,B1139,N1140,B,N,0.14500
1321,1322,B1321,N1322,B,N,0.14500
1323,1324,B1323,N1324,B,N,0.14500
1325,1326,B1325,N1326,B,N,0.14500
1327,1328,B1327,N1328,B,N,0.14500
1329,1330,B1329,N1330,B,N,0.14500
1331,1332,B1331,N1332,B,N,0.14500
1333,1334,B1333,N1334,B,N,0.14500
1335,1336,B1335,N1336,B,N,0.14500
1337,1338,B1337,N1338,B,N,0.14500
1339,1340,B1339,N1340,B,N,0.14500
1341,1342,B1341,N1342,B,N,0.14500
1343,1344,B1343,N1344,B,N,0.14500
1345,1346,B1345,N1346,B,N,0.14500
1347,1348,B1347,N1348,B,N,0.14500
1349,1350,B1349,N1350,B,N,0.14500
1351,1352,B1351,N1352,B,N,0.14500
1353,1354,B1353,N1354,B,N,0.14500
1355,1356,B1355,N1356,B,N,0.14500
1357,1358,B1357,N1358,B,N,0.14500
1359,1360,B1359,N1360,B,N,0.14500
1361,1362,B1361,N1362,B,N,0.14500
1363,1364,B1363,N1364,B,N,0.14500
1365,1366,B1365,N1366,B,N,0.14500
1367,1368,B1367,N1368,B,N,0.14500
1369,1370,B1369,N1370,B,N,0.14500
1371,1372,B1371,N1372,B,N,0.14500
1373,1374,B1373,N1374,B,N,0.14500
1375,1376,B1375,N1376,B,N,0.14500
1377,1378,B1377,N1378,B,N,0.14500
1379,1380,B1379,N1380,B,N,0.14500
1561,1562,B1561,N1562,B,N,0.14500
1563,1564,B1563,N1564,B,N,0.14500
1565,1566,B1565,N1566,B,N,0.14500
1567,1568,B1567,N1568,B,N,0.14500
1569,1570,B1569,N1570,B,N,0.14500
1571,1572,B1571,N1572,B,N,0.14500
1573,1574,B1573,N1574,B,N,0.14500
1575,1576,B1575,N1576,B,N,0.14500
1577,1578,B1577,N1578,B,N,0.14500
1579,1580,B1579,N1580,B,N,0.14500
1581,1582,B1581,N1582,B,N,0.14500
1583,1584,B1583,N1584,B,N,0.14500
1585,1586,B1585,N1586,B,N,0.14500
1587,1588,B1587,N1588,B,N,0.14500
1589,1590,B1589,N1590,B,N,0.14500
1591,1592,B1591,N1592,B,N,0.14500
1593,1594,B1593,N1594,B,N,0.14500
1595,1596,B1595,N1596,B,N,0.14500
1597,1598,B1597,N1598,B,N,0.14500
1599,1600,B1599,N1600,B,N,0.14500
1601,1602,B1601,N1602,B,N,0.14500
1603,1604,B1603,N1604,B,N,0.14500
1605,1606,B1605,N1606,B,N,0.14500
1607,1608,B1607,N1608,B,N,0.14500
1609,1610,B1609,N1610,B,N,0.14500
1611,1612,B1611,N1612,B,N,0.14500
1613,1614,B1613,N1614,B,N,0.14500
1615,1616,B1615,N1616,B,N,0.14500
1617,1618,B1617,N1618,B,N,0.14500
1619,1620,B1619,N1620,B,N,0.14500
1,2,B0001,N0002,B,N,0.14500
3,4,B0003,N0004,B,N,0.14500
5,6,B0005,N0006,B,N,0.14500
7,8,B0007,N0008,B,N,0.14500
9,10,B0009,N0010,B,N,0.14500
11,12,B0011,N0012,B,N,0.14500
13,14,B0013,N0014,B,N,0.14500
15,16,B0015,N0016,B,N,0.14500
17,18,B0017,N0018,B,N,0.14500
19,20,B0019,N0020,B,N,0.14500
21,22,B0021,N0022,B,N,0.14500
23,24,B0023,N0024,B,N,0.14500
25,26,B0025,N0026,B,N,0.14500
27,28,B0027,N0028,B,N,0.14500
29,30,B0029,N0030,B,N,0.14500
31,32,B0031,N0032,B,N,0.14500
33,34,B0033,N0034,B,N,0.14500
35,36,B0035,N0036,B,N,0.14500
37,38,B0037,N0038,B,N,0.14500
39,40,B0039,N0040,B,N,0.14500
41,42,B0041,N0042,B,N,0.14500
43,44,B0043,N0044,B,N,0.14500
45,46,B0045,N0046,B,N,0.14500
47,48,B0047,N0048,B,N,0.14500
49,50,B0049,N0050,B,N,0.14500
51,52,B0051,N0052,B,N,0.14500
53,54,B0053,N0054,B,N,0.14500
55,56,B0055,N0056,B,N,0.14500
57,58,B0057,N0058,B,N,0.14500
59,60,B0059,N0060,B,N,0.14500
61,62,B0061,N0062,B,N,0.14500
63,64,B0063,N0064,B,N,0.14500
65,66,B0065,N0066,B,N,0.14500
67,68,B0067,N0068,B,N,0.14500
69,70,B0069,N0070,B,N,0.14500
71,72,B0071,N0072,B,N,0.14500
73,74,B0073,N0074,B,N,0.14500
75,76,B0075,N0076,B,N,0.14500
77,78,B0077,N0078,B,N,0.14500
79,80,B0079,N0080,B,N,0.14500
81,82,B0081,N0082,B,N,0.14500
83,84,B0083,N0084,B,N,0.14500
85,86,B0085,N0086,B,N,0.14500
87,88,B0087,N0088,B,N,0.14500
89,90,B0089,N0090,B,N,0.14500
91,92,B0091,N0092,B,N,0.14500
93,94,B0093,N0094,B,N,0.14500
95,96,B0095,N0096,B,N,0.14500
97,98,B0097,N0098,B,N,0.14500
99,100,B0099,N0100,B,N,0.14500
101,102,B0101,N0102,B,N,0.14500
103,104,B0103,N0104,B,N,0.14500
105,106,B0105,N0106,B,N,0.14500
107,108,B0107,N0108,B,N,0.14500
109,110,B0109,N0110,B,N,0.14500
111,112,B0111,N0112,B,N,0.14500
113,114,B0113,N0114,B,N,0.14500
115,116,B0115,N0116,B,N,0.14500
117,118,B0117,N0118,B,N,0.14500
119,120,B0119,N0120,B,N,0.14500
121,122,B0121,N0122,B,N,0.14500
123,124,B0123,N0124,B,N,0.14500
125,126,B0125,N0126,B,N,0.14500
127,128,B0127,N0128,B,N,0.14500
129,130,B0129,N0130,B,N,0.14500
131,132,B0131,N0132,B,N,0.14500
133,134,B0133,N0134,B,N,0.14500
135,136,B0135,N0136,B,N,0.14500
137,138,B0137,N0138,B,N,0.14500
139,140,B0139,N0140,B,N,0.14500
141,142,B0141,N0142,B,N,0.14500
143,144,B0143,N0144,B,N,0.14500
145,146,B0145,N0146,B,N,0.14500
147,148,B0147,N0148,B,N,0.14500
149,150,B0149,N0150,B,N,0.14500
151,152,B0151,N0152,B,N,0.14500
153,154,B0153,N0154,B,N,0.14500
155,156,B0155,N0156,B,N,0.14500
157,158,B0157,N0158,B,N,0.14500
159,160,B0159,N0160,B,N,0.14500
161,162,B0161,N0162,B,N,0.14500
163,164,B0163,N0164,B,N,0.14500
165,166,B0165,N0166,B,N,0.14500
167,168,B0167,N0168,B,N,0.14500
169,170,B0169,N0170,B,N,0.14500
171,172,B0171,N0172,B,N,0.14500
173,174,B0173,N0174,B,N,0.14500
175,176,B0175,N0176,B,N,0.14500
177,178,B0177,N0178,B,N,0.14500
179,180,B0179,N0180,B,N,0.14500
181,182,B0181,N0182,B,N,0.14500
183,184,B0183,N0184,B,N,0.14500
185,186,B0185,N0186,B,N,0.14500
187,188,B0187,N0188,B,N,0.14500
189,190,B0189,N0190,B,N,0.14500
191,192,B0191,N0192,B,N,0.14500
193,194,B0193,N0194,B,N,0.14500
195,196,B0195,N0196,B,N,0.14500
197,198,B0197,N0198,B,N,0.14500
199,200,B0199,N0200,B,N,0.14500
201,202,B0201,N0202,B,N,0.14500
203,204,B0203,N0204,B,N,0.14500
205,206,B0205,N0206,B,N,0.14500
207,208,B0207,N0208,B,N,0.14500
209,210,B0209,N0210,B,N,0.14500
211,212,B0211,N0212,B,N,0.14500
213,214,B0213,N0214,B,N,0.14500
215,216,B0215,N0216,B,N,0.14500
217,218,B0217,N0218,B,N,0.14500
219,220,B0219,N0220,B,N,0.14500
221,222,B0221,N0222,B,N,0.14500
223,224,B0223,N0224,B,N,0.14500
225,226,B0225,N0226,B,N,0.14500
227,228,B0227,N0228,B,N,0.14500
229,230,B0229,N0230,B,N,0.14500
231,232,B0231,N0232,B,N,0.14500
233,234,B0233,N0234,B,N,0.14500
235,236,B0235,N0236,B,N,0.14500
237,238,B0237,N0238,B,N,0.14500
