frame,cluster,job,terminated_normally,scf_converged,tddft_finished,has_error_flag,final_single_point_energy_Eh,n_point_charges_file,n_point_charges_orca,point_charge_total,total_runtime_min,out_file,S1_au,S1_eV,S1_cm-1,S2_au,S2_eV,S2_cm-1,S3_au,S3_eV,S3_cm-1,S4_au,S4_eV,S4_cm-1,S5_au,S5_eV,S5_cm-1,S6_au,S6_eV,S6_cm-1,S7_au,S7_eV,S7_cm-1,S8_au,S8_eV,S8_cm-1,S9_au,S9_eV,S9_cm-1,S10_au,S10_eV,S10_cm-1,f1,lambda1_nm,f2,lambda2_nm,f3,lambda3_nm,f4,lambda4_nm,f5,lambda5_nm,f6,lambda6_nm,f7,lambda7_nm,f8,lambda8_nm,f9,lambda9_nm,f10,lambda10_nm,dipole_D
18,PYR3,frame018_PYR3_embedding,True,True,True,False,-615.01478209627,172,172,0.0,8.566666666666666,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR3_embedding/frame018_PYR3_embedding.out,0.147627,4.017,32400.4,0.150266,4.089,32979.6,0.170958,4.652,37520.9,0.18851,5.13,41373.1,0.202614,5.513,44468.5,0.210816,5.737,46268.7,0.224975,6.122,49376.3,0.227483,6.19,49926.8,0.230702,6.278,50633.3,0.236851,6.445,51982.8,0.003591347,308.6,0.514666779,303.2,0.000681568,266.5,0.003314679,241.7,0.621142573,224.9,0.004843354,216.1,0.001906175,202.5,0.002876086,200.3,1.163090515,197.5,0.002182878,192.4,0.865701257
18,PYR4,frame018_PYR4_embedding,True,True,True,False,-615.015627153066,172,172,0.0,8.633333333333333,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR4_embedding/frame018_PYR4_embedding.out,0.14782,4.022,32442.8,0.150247,4.088,32975.4,0.170393,4.637,37396.9,0.190772,5.191,41869.5,0.203086,5.526,44572.2,0.211419,5.753,46401.1,0.224866,6.119,49352.5,0.227646,6.195,49962.5,0.231067,6.288,50713.3,0.236587,6.438,51924.8,0.005227546,308.2,0.513302479,303.3,0.002526881,267.4,0.005364679,238.8,0.610801049,224.4,0.006626664,215.5,0.003997672,202.6,0.012277002,200.1,1.17617585,197.2,0.009798766,192.6,1.90584393
18,PYR5,frame018_PYR5_embedding,True,True,True,False,-614.997184680938,200,200,0.0,8.933333333333334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR5_embedding/frame018_PYR5_embedding.out,0.13792,3.753,30270.0,0.140923,3.835,30929.1,0.158331,4.308,34749.6,0.169536,4.613,37209.0,0.194429,5.291,42672.3,0.20132,5.478,44184.7,0.216931,5.903,47610.9,0.218308,5.94,47913.1,0.221221,6.02,48552.3,0.228631,6.221,50178.8,0.647780357,330.4,0.007279731,323.3,0.007748981,287.8,0.006903263,268.8,0.539885872,234.3,0.003243032,226.3,0.007071626,210.0,0.023056918,208.7,0.00426886,206.0,0.61025472,199.3,1.705723894
19,PYR2,frame019_PYR2_embedding,True,True,True,False,-615.014375331988,176,176,0.0,8.833333333333334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR2_embedding/frame019_PYR2_embedding.out,0.146935,3.998,32248.5,0.150131,4.085,32949.9,0.170214,4.632,37357.6,0.190832,5.193,41882.7,0.202193,5.502,44376.2,0.210788,5.736,46262.6,0.224497,6.109,49271.4,0.226776,6.171,49771.7,0.230223,6.265,50528.2,0.23722,6.455,52063.8,0.005387942,310.1,0.505899823,303.5,8.1405e-05,267.7,0.000587149,238.8,0.631630245,225.3,0.000853273,216.2,0.002108973,203.0,0.011855019,200.9,1.221214241,197.9,0.000474044,192.1,0.624705285
19,PYR3,frame019_PYR3_embedding,True,True,True,False,-615.018158768369,192,192,0.0,8.716666666666667,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR3_embedding/frame019_PYR3_embedding.out,0.147344,4.009,32338.3,0.149904,4.079,32900.2,0.173191,4.713,38011.1,0.185751,5.055,40767.5,0.202727,5.516,44493.5,0.210829,5.737,46271.6,0.225421,6.134,49474.3,0.227488,6.19,49927.9,0.230441,6.271,50575.9,0.236686,6.441,51946.7,0.002384253,309.2,0.506260518,303.9,0.00036017,263.1,0.010267939,245.3,0.61921446,224.8,0.00525115,216.1,0.017251151,202.1,0.007420301,200.3,1.175183802,197.7,0.0058513,192.5,1.827813701
19,PYR4,frame019_PYR4_embedding,True,True,True,False,-615.020316731755,176,176,0.0,8.616666666666667,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR4_embedding/frame019_PYR4_embedding.out,0.147011,4.0,32265.2,0.150218,4.088,32969.0,0.167632,4.562,36791.0,0.194822,5.301,42758.5,0.202626,5.514,44471.3,0.210993,5.741,46307.6,0.223923,6.093,49145.3,0.227073,6.179,49836.9,0.23052,6.273,50593.3,0.237363,6.459,52095.2,0.005415159,309.9,0.509308271,303.3,0.000191839,271.8,0.006964786,233.9,0.618208609,224.9,0.003428104,215.9,0.001192455,203.5,0.001357053,200.7,1.222460596,197.7,0.009627016,192.0,1.002612221
19,PYR5,frame019_PYR5_embedding,True,True,True,False,-614.993713661442,192,192,0.0,8.683333333333334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR5_embedding/frame019_PYR5_embedding.out,0.138966,3.781,30499.5,0.141507,3.851,31057.2,0.16017,4.358,35153.3,0.169406,4.61,37180.3,0.195598,5.322,42928.7,0.20146,5.482,44215.3,0.216571,5.893,47531.9,0.218617,5.949,47981.0,0.221037,6.015,48512.1,0.228769,6.225,50208.9,0.649181293,327.9,0.018740564,322.0,0.000121062,284.5,0.000164641,269.0,0.567331842,232.9,0.000989269,226.2,0.000897004,210.4,0.000136624,208.4,0.001018073,206.1,0.634633751,199.2,0.755599942
20,PYR2,frame020_PYR2_embedding,True,True,True,False,-615.0141248946,188,188,0.0,8.833333333333334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR2_embedding/frame020_PYR2_embedding.out,0.147381,4.01,32346.3,0.149862,4.078,32890.9,0.172455,4.693,37849.5,0.186947,5.087,41030.1,0.201024,5.47,44119.7,0.211026,5.742,46314.8,0.226478,6.163,49706.2,0.227495,6.19,49929.4,0.230207,6.264,50524.5,0.237385,6.46,52100.1,0.010873752,309.2,0.476937983,304.0,0.005752273,264.2,0.001621879,243.7,0.577958094,226.7,0.024393221,215.9,0.040874396,201.2,0.198130662,200.3,0.996350804,197.9,0.012505362,191.9,2.030038868
20,PYR3,frame020_PYR3_embedding,True,True,True,False,-615.014070548096,168,168,0.0,8.716666666666667,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR3_embedding/frame020_PYR3_embedding.out,0.147006,4.0,32264.1,0.149436,4.066,32797.4,0.171561,4.668,37653.2,0.188485,5.129,41367.6,0.201417,5.481,44206.0,0.211371,5.752,46390.7,0.225808,6.145,49559.2,0.227312,6.185,49889.1,0.230659,6.277,50623.8,0.236864,6.445,51985.7,0.005212785,309.9,0.499580956,304.9,0.006419952,265.6,0.005322002,241.7,0.571067275,226.2,0.016607819,215.6,0.035857842,201.8,0.052525533,200.4,1.187956215,197.5,0.00964071,192.4,1.367918282
20,PYR4,frame020_PYR4_embedding,True,True,True,False,-615.018353371341,192,192,0.0,8.916666666666666,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR4_embedding/frame020_PYR4_embedding.out,0.147597,4.016,32393.8,0.150036,4.083,32929.1,0.170759,4.647,37477.2,0.189187,5.148,41521.7,0.203448,5.536,44651.6,0.211155,5.746,46343.1,0.224543,6.11,49281.5,0.227253,6.184,49876.2,0.231157,6.29,50733.1,0.236397,6.433,51883.2,0.006844006,308.7,0.521661364,303.7,0.000406497,266.8,0.01706925,240.8,0.597996896,224.0,0.004808437,215.8,0.013073564,202.9,0.045854151,200.5,1.121677144,197.1,0.002437517,192.7,1.819394619
20,PYR5,frame020_PYR5_embedding,True,True,True,False,-615.000940017267,188,188,0.0,8.4,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR5_embedding/frame020_PYR5_embedding.out,0.138467,3.768,30390.0,0.141419,3.848,31038.0,0.160436,4.366,35211.6,0.168851,4.595,37058.5,0.195657,5.324,42941.8,0.201139,5.473,44144.8,0.216423,5.889,47499.4,0.218323,5.941,47916.3,0.220882,6.011,48478.0,0.229218,6.237,50307.6,0.670424221,329.1,0.009116058,322.2,0.001430597,284.0,0.002942266,269.8,0.54396376,232.9,0.006025546,226.5,0.00314786,210.5,0.003113135,208.7,0.000962822,206.3,0.584763471,198.8,1.193733863
