end,cycle_id,cycle_length,node_ids,layer_sequence,element_sequence
UPPER,UPPER_C00071,6,UPPER:L1:20 | UPPER:L2:20 | UPPER:L3:21 | UPPER:L2:21 | UPPER:L1:21 | UPPER:P:1623,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00072,6,UPPER:L1:22 | UPPER:L2:22 | UPPER:L3:22 | UPPER:L2:23 | UPPER:L1:23 | UPPER:P:1625,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00073,6,UPPER:L1:22 | UPPER:L2:22 | UPPER:L3:22 | UPPER:L2:23 | UPPER:L1:23 | UPPER:P:1627,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00074,6,UPPER:L1:22 | UPPER:L2:22 | UPPER:L3:23 | UPPER:L2:23 | UPPER:L1:23 | UPPER:P:1625,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00075,6,UPPER:L1:22 | UPPER:L2:22 | UPPER:L3:23 | UPPER:L2:23 | UPPER:L1:23 | UPPER:P:1627,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00076,6,UPPER:L1:24 | UPPER:L2:24 | UPPER:L3:24 | UPPER:L2:25 | UPPER:L1:25 | UPPER:P:1629,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00077,6,UPPER:L1:24 | UPPER:L2:24 | UPPER:L3:24 | UPPER:L2:25 | UPPER:L1:25 | UPPER:P:1631,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00078,6,UPPER:L1:24 | UPPER:L2:24 | UPPER:L3:25 | UPPER:L2:25 | UPPER:L1:25 | UPPER:P:1629,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00079,6,UPPER:L1:24 | UPPER:L2:24 | UPPER:L3:25 | UPPER:L2:25 | UPPER:L1:25 | UPPER:P:1631,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00080,6,UPPER:L1:26 | UPPER:L2:26 | UPPER:L3:26 | UPPER:L2:27 | UPPER:L1:27 | UPPER:P:1633,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00081,6,UPPER:L1:26 | UPPER:L2:26 | UPPER:L3:26 | UPPER:L2:27 | UPPER:L1:27 | UPPER:P:1635,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00082,6,UPPER:L1:26 | UPPER:L2:26 | UPPER:L3:27 | UPPER:L2:27 | UPPER:L1:27 | UPPER:P:1633,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00083,6,UPPER:L1:26 | UPPER:L2:26 | UPPER:L3:27 | UPPER:L2:27 | UPPER:L1:27 | UPPER:P:1635,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00084,6,UPPER:L1:28 | UPPER:L2:28 | UPPER:L3:28 | UPPER:L2:29 | UPPER:L1:29 | UPPER:P:1637,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00085,6,UPPER:L1:28 | UPPER:L2:28 | UPPER:L3:28 | UPPER:L2:29 | UPPER:L1:29 | UPPER:P:1639,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00086,6,UPPER:L1:28 | UPPER:L2:28 | UPPER:L3:29 | UPPER:L2:29 | UPPER:L1:29 | UPPER:P:1637,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00087,6,UPPER:L1:28 | UPPER:L2:28 | UPPER:L3:29 | UPPER:L2:29 | UPPER:L1:29 | UPPER:P:1639,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00088,6,UPPER:L1:4 | UPPER:L2:4 | UPPER:L3:4 | UPPER:L2:5 | UPPER:L1:5 | UPPER:P:1649,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00089,6,UPPER:L1:4 | UPPER:L2:4 | UPPER:L3:4 | UPPER:L2:5 | UPPER:L1:5 | UPPER:P:1651,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00090,6,UPPER:L1:4 | UPPER:L2:4 | UPPER:L3:5 | UPPER:L2:5 | UPPER:L1:5 | UPPER:P:1649,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00091,6,UPPER:L1:4 | UPPER:L2:4 | UPPER:L3:5 | UPPER:L2:5 | UPPER:L1:5 | UPPER:P:1651,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00092,6,UPPER:L1:6 | UPPER:L2:6 | UPPER:L3:6 | UPPER:L2:7 | UPPER:L1:7 | UPPER:P:1653,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00093,6,UPPER:L1:6 | UPPER:L2:6 | UPPER:L3:6 | UPPER:L2:7 | UPPER:L1:7 | UPPER:P:1655,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00094,6,UPPER:L1:6 | UPPER:L2:6 | UPPER:L3:7 | UPPER:L2:7 | UPPER:L1:7 | UPPER:P:1653,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00095,6,UPPER:L1:6 | UPPER:L2:6 | UPPER:L3:7 | UPPER:L2:7 | UPPER:L1:7 | UPPER:P:1655,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00096,6,UPPER:L1:8 | UPPER:L2:8 | UPPER:L3:8 | UPPER:L2:9 | UPPER:L1:9 | UPPER:P:1657,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00097,6,UPPER:L1:8 | UPPER:L2:8 | UPPER:L3:8 | UPPER:L2:9 | UPPER:L1:9 | UPPER:P:1659,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00098,6,UPPER:L1:8 | UPPER:L2:8 | UPPER:L3:9 | UPPER:L2:9 | UPPER:L1:9 | UPPER:P:1657,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00099,6,UPPER:L1:8 | UPPER:L2:8 | UPPER:L3:9 | UPPER:L2:9 | UPPER:L1:9 | UPPER:P:1659,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00100,6,UPPER:L2:10 | UPPER:L3:10 | UPPER:L4:7 | UPPER:L5:6 | UPPER:L4:8 | UPPER:L3:11,2 | 3 | 4 | 5 | 4 | 3,NBNBNB
UPPER,UPPER_C00101,6,UPPER:L2:11 | UPPER:L3:10 | UPPER:L4:7 | UPPER:L5:6 | UPPER:L4:8 | UPPER:L3:11,2 | 3 | 4 | 5 | 4 | 3,NBNBNB
UPPER,UPPER_C00102,6,UPPER:L2:14 | UPPER:L3:14 | UPPER:L4:10 | UPPER:L5:10 | UPPER:L4:11 | UPPER:L3:15,2 | 3 | 4 | 5 | 4 | 3,NBNBNB
UPPER,UPPER_C00103,6,UPPER:L2:14 | UPPER:L3:14 | UPPER:L4:10 | UPPER:L5:9 | UPPER:L4:11 | UPPER:L3:15,2 | 3 | 4 | 5 | 4 | 3,NBNBNB
UPPER,UPPER_C00104,6,UPPER:L2:15 | UPPER:L3:14 | UPPER:L4:10 | UPPER:L5:10 | UPPER:L4:11 | UPPER:L3:15,2 | 3 | 4 | 5 | 4 | 3,NBNBNB
UPPER,UPPER_C00105,6,UPPER:L2:15 | UPPER:L3:14 | UPPER:L4:10 | UPPER:L5:9 | UPPER:L4:11 | UPPER:L3:15,2 | 3 | 4 | 5 | 4 | 3,NBNBNB
UPPER,UPPER_C00106,6,UPPER:L2:22 | UPPER:L3:22 | UPPER:L4:16 | UPPER:L5:15 | UPPER:L4:17 | UPPER:L3:23,2 | 3 | 4 | 5 | 4 | 3,NBNBNB
UPPER,UPPER_C00107,6,UPPER:L2:23 | UPPER:L3:22 | UPPER:L4:16 | UPPER:L5:15 | UPPER:L4:17 | UPPER:L3:23,2 | 3 | 4 | 5 | 4 | 3,NBNBNB
UPPER,UPPER_C00108,6,UPPER:L2:26 | UPPER:L3:26 | UPPER:L4:19 | UPPER:L5:18 | UPPER:L4:20 | UPPER:L3:27,2 | 3 | 4 | 5 | 4 | 3,NBNBNB
UPPER,UPPER_C00109,6,UPPER:L2:27 | UPPER:L3:26 | UPPER:L4:19 | UPPER:L5:18 | UPPER:L4:20 | UPPER:L3:27,2 | 3 | 4 | 5 | 4 | 3,NBNBNB
UPPER,UPPER_C00110,6,UPPER:L2:4 | UPPER:L3:4 | UPPER:L4:3 | UPPER:L5:3 | UPPER:L4:4 | UPPER:L3:5,2 | 3 | 4 | 5 | 4 | 3,NBNBNB
UPPER,UPPER_C00111,6,UPPER:L2:5 | UPPER:L3:4 | UPPER:L4:3 | UPPER:L5:3 | UPPER:L4:4 | UPPER:L3:5,2 | 3 | 4 | 5 | 4 | 3,NBNBNB
UPPER,UPPER_C00112,6,UPPER:L4:0 | UPPER:L5:1 | UPPER:L6:0 | UPPER:L5:0 | UPPER:L4:21 | UPPER:L5:19,4 | 5 | 6 | 5 | 4 | 5,NBNBNB
UPPER,UPPER_C00113,6,UPPER:L4:14 | UPPER:L5:13 | UPPER:L6:7 | UPPER:L5:12 | UPPER:L6:8 | UPPER:L5:14,4 | 5 | 6 | 5 | 6 | 5,NBNBNB
UPPER,UPPER_C00114,6,UPPER:L4:18 | UPPER:L5:16 | UPPER:L4:19 | UPPER:L5:18 | UPPER:L6:10 | UPPER:L5:17,4 | 5 | 4 | 5 | 6 | 5,NBNBNB
UPPER,UPPER_C00115,6,UPPER:L4:3 | UPPER:L5:3 | UPPER:L6:1 | UPPER:L5:2 | UPPER:L6:2 | UPPER:L5:4,4 | 5 | 6 | 5 | 6 | 5,NBNBNB
UPPER,UPPER_C00116,6,UPPER:L4:7 | UPPER:L5:6 | UPPER:L4:8 | UPPER:L5:8 | UPPER:L6:4 | UPPER:L5:7,4 | 5 | 4 | 5 | 6 | 5,NBNBNB
UPPER,UPPER_C00117,8,UPPER:L1:12 | UPPER:L2:12 | UPPER:L3:12 | UPPER:L4:9 | UPPER:L3:13 | UPPER:L2:13 | UPPER:L1:13 | UPPER:P:1665,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00118,8,UPPER:L1:12 | UPPER:L2:12 | UPPER:L3:12 | UPPER:L4:9 | UPPER:L3:13 | UPPER:L2:13 | UPPER:L1:13 | UPPER:P:1667,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00119,8,UPPER:L1:12 | UPPER:L2:12 | UPPER:L3:13 | UPPER:L4:9 | UPPER:L3:12 | UPPER:L2:13 | UPPER:L1:13 | UPPER:P:1665,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00120,8,UPPER:L1:12 | UPPER:L2:12 | UPPER:L3:13 | UPPER:L4:9 | UPPER:L3:12 | UPPER:L2:13 | UPPER:L1:13 | UPPER:P:1667,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00121,8,UPPER:L1:16 | UPPER:L2:16 | UPPER:L3:16 | UPPER:L4:12 | UPPER:L3:17 | UPPER:L2:17 | UPPER:L1:17 | UPPER:P:1673,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00122,8,UPPER:L1:16 | UPPER:L2:16 | UPPER:L3:16 | UPPER:L4:12 | UPPER:L3:17 | UPPER:L2:17 | UPPER:L1:17 | UPPER:P:1675,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00123,8,UPPER:L1:16 | UPPER:L2:16 | UPPER:L3:17 | UPPER:L4:12 | UPPER:L3:16 | UPPER:L2:17 | UPPER:L1:17 | UPPER:P:1673,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00124,8,UPPER:L1:16 | UPPER:L2:16 | UPPER:L3:17 | UPPER:L4:12 | UPPER:L3:16 | UPPER:L2:17 | UPPER:L1:17 | UPPER:P:1675,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00125,8,UPPER:L1:20 | UPPER:L2:20 | UPPER:L3:20 | UPPER:L4:15 | UPPER:L3:21 | UPPER:L2:21 | UPPER:L1:21 | UPPER:P:1621,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00126,8,UPPER:L1:20 | UPPER:L2:20 | UPPER:L3:20 | UPPER:L4:15 | UPPER:L3:21 | UPPER:L2:21 | UPPER:L1:21 | UPPER:P:1623,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00127,8,UPPER:L1:20 | UPPER:L2:20 | UPPER:L3:21 | UPPER:L4:15 | UPPER:L3:20 | UPPER:L2:21 | UPPER:L1:21 | UPPER:P:1621,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00128,8,UPPER:L1:20 | UPPER:L2:20 | UPPER:L3:21 | UPPER:L4:15 | UPPER:L3:20 | UPPER:L2:21 | UPPER:L1:21 | UPPER:P:1623,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00129,8,UPPER:L1:8 | UPPER:L2:8 | UPPER:L3:8 | UPPER:L4:6 | UPPER:L3:9 | UPPER:L2:9 | UPPER:L1:9 | UPPER:P:1657,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00130,8,UPPER:L1:8 | UPPER:L2:8 | UPPER:L3:8 | UPPER:L4:6 | UPPER:L3:9 | UPPER:L2:9 | UPPER:L1:9 | UPPER:P:1659,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00131,8,UPPER:L1:8 | UPPER:L2:8 | UPPER:L3:9 | UPPER:L4:6 | UPPER:L3:8 | UPPER:L2:9 | UPPER:L1:9 | UPPER:P:1657,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00132,8,UPPER:L1:8 | UPPER:L2:8 | UPPER:L3:9 | UPPER:L4:6 | UPPER:L3:8 | UPPER:L2:9 | UPPER:L1:9 | UPPER:P:1659,1 | 2 | 3 | 4 | 3 | 2 | 1 | 0,BNBNBNBN
UPPER,UPPER_C00133,8,UPPER:L2:0 | UPPER:L3:0 | UPPER:L4:0 | UPPER:L5:1 | UPPER:L6:0 | UPPER:L5:0 | UPPER:L4:1 | UPPER:L3:1,2 | 3 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00134,8,UPPER:L2:0 | UPPER:L3:0 | UPPER:L4:0 | UPPER:L5:19 | UPPER:L4:21 | UPPER:L5:0 | UPPER:L4:1 | UPPER:L3:1,2 | 3 | 4 | 5 | 4 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00135,8,UPPER:L2:1 | UPPER:L3:0 | UPPER:L4:0 | UPPER:L5:1 | UPPER:L6:0 | UPPER:L5:0 | UPPER:L4:1 | UPPER:L3:1,2 | 3 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00136,8,UPPER:L2:1 | UPPER:L3:0 | UPPER:L4:0 | UPPER:L5:19 | UPPER:L4:21 | UPPER:L5:0 | UPPER:L4:1 | UPPER:L3:1,2 | 3 | 4 | 5 | 4 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00137,8,UPPER:L2:10 | UPPER:L3:10 | UPPER:L4:7 | UPPER:L5:7 | UPPER:L6:4 | UPPER:L5:8 | UPPER:L4:8 | UPPER:L3:11,2 | 3 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00138,8,UPPER:L2:11 | UPPER:L3:10 | UPPER:L4:7 | UPPER:L5:7 | UPPER:L6:4 | UPPER:L5:8 | UPPER:L4:8 | UPPER:L3:11,2 | 3 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00139,8,UPPER:L2:18 | UPPER:L3:18 | UPPER:L4:13 | UPPER:L5:12 | UPPER:L6:7 | UPPER:L5:13 | UPPER:L4:14 | UPPER:L3:19,2 | 3 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00140,8,UPPER:L2:18 | UPPER:L3:18 | UPPER:L4:13 | UPPER:L5:12 | UPPER:L6:8 | UPPER:L5:14 | UPPER:L4:14 | UPPER:L3:19,2 | 3 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00141,8,UPPER:L2:19 | UPPER:L3:18 | UPPER:L4:13 | UPPER:L5:12 | UPPER:L6:7 | UPPER:L5:13 | UPPER:L4:14 | UPPER:L3:19,2 | 3 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00142,8,UPPER:L2:19 | UPPER:L3:18 | UPPER:L4:13 | UPPER:L5:12 | UPPER:L6:8 | UPPER:L5:14 | UPPER:L4:14 | UPPER:L3:19,2 | 3 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00143,8,UPPER:L2:2 | UPPER:L3:2 | UPPER:L4:1 | UPPER:L5:0 | UPPER:L6:0 | UPPER:L5:1 | UPPER:L4:2 | UPPER:L3:3,2 | 3 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00144,8,UPPER:L2:24 | UPPER:L3:24 | UPPER:L4:17 | UPPER:L5:15 | UPPER:L6:9 | UPPER:L5:16 | UPPER:L4:18 | UPPER:L3:25,2 | 3 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00145,8,UPPER:L2:25 | UPPER:L3:24 | UPPER:L4:17 | UPPER:L5:15 | UPPER:L6:9 | UPPER:L5:16 | UPPER:L4:18 | UPPER:L3:25,2 | 3 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00146,8,UPPER:L2:3 | UPPER:L3:2 | UPPER:L4:1 | UPPER:L5:0 | UPPER:L6:0 | UPPER:L5:1 | UPPER:L4:2 | UPPER:L3:3,2 | 3 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00147,8,UPPER:L2:6 | UPPER:L3:6 | UPPER:L4:4 | UPPER:L5:3 | UPPER:L4:3 | UPPER:L5:4 | UPPER:L4:5 | UPPER:L3:7,2 | 3 | 4 | 5 | 4 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00148,8,UPPER:L2:7 | UPPER:L3:6 | UPPER:L4:4 | UPPER:L5:3 | UPPER:L4:3 | UPPER:L5:4 | UPPER:L4:5 | UPPER:L3:7,2 | 3 | 4 | 5 | 4 | 5 | 4 | 3,NBNBNBNB
UPPER,UPPER_C00149,10,UPPER:L1:10 | UPPER:L2:10 | UPPER:L3:10 | UPPER:L4:7 | UPPER:L5:6 | UPPER:L4:8 | UPPER:L3:11 | UPPER:L2:11 | UPPER:L1:11 | UPPER:P:1661,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00150,10,UPPER:L1:10 | UPPER:L2:10 | UPPER:L3:10 | UPPER:L4:7 | UPPER:L5:6 | UPPER:L4:8 | UPPER:L3:11 | UPPER:L2:11 | UPPER:L1:11 | UPPER:P:1663,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00151,10,UPPER:L1:10 | UPPER:L2:10 | UPPER:L3:11 | UPPER:L4:8 | UPPER:L5:6 | UPPER:L4:7 | UPPER:L3:10 | UPPER:L2:11 | UPPER:L1:11 | UPPER:P:1661,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00152,10,UPPER:L1:10 | UPPER:L2:10 | UPPER:L3:11 | UPPER:L4:8 | UPPER:L5:6 | UPPER:L4:7 | UPPER:L3:10 | UPPER:L2:11 | UPPER:L1:11 | UPPER:P:1663,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00153,10,UPPER:L1:14 | UPPER:L2:14 | UPPER:L3:14 | UPPER:L4:10 | UPPER:L5:10 | UPPER:L4:11 | UPPER:L3:15 | UPPER:L2:15 | UPPER:L1:15 | UPPER:P:1669,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00154,10,UPPER:L1:14 | UPPER:L2:14 | UPPER:L3:14 | UPPER:L4:10 | UPPER:L5:10 | UPPER:L4:11 | UPPER:L3:15 | UPPER:L2:15 | UPPER:L1:15 | UPPER:P:1671,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00155,10,UPPER:L1:14 | UPPER:L2:14 | UPPER:L3:14 | UPPER:L4:10 | UPPER:L5:9 | UPPER:L4:11 | UPPER:L3:15 | UPPER:L2:15 | UPPER:L1:15 | UPPER:P:1669,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00156,10,UPPER:L1:14 | UPPER:L2:14 | UPPER:L3:14 | UPPER:L4:10 | UPPER:L5:9 | UPPER:L4:11 | UPPER:L3:15 | UPPER:L2:15 | UPPER:L1:15 | UPPER:P:1671,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00157,10,UPPER:L1:14 | UPPER:L2:14 | UPPER:L3:15 | UPPER:L4:11 | UPPER:L5:10 | UPPER:L4:10 | UPPER:L3:14 | UPPER:L2:15 | UPPER:L1:15 | UPPER:P:1669,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00158,10,UPPER:L1:14 | UPPER:L2:14 | UPPER:L3:15 | UPPER:L4:11 | UPPER:L5:10 | UPPER:L4:10 | UPPER:L3:14 | UPPER:L2:15 | UPPER:L1:15 | UPPER:P:1671,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00159,10,UPPER:L1:14 | UPPER:L2:14 | UPPER:L3:15 | UPPER:L4:11 | UPPER:L5:9 | UPPER:L4:10 | UPPER:L3:14 | UPPER:L2:15 | UPPER:L1:15 | UPPER:P:1669,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00160,10,UPPER:L1:14 | UPPER:L2:14 | UPPER:L3:15 | UPPER:L4:11 | UPPER:L5:9 | UPPER:L4:10 | UPPER:L3:14 | UPPER:L2:15 | UPPER:L1:15 | UPPER:P:1671,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00161,10,UPPER:L1:22 | UPPER:L2:22 | UPPER:L3:22 | UPPER:L4:16 | UPPER:L5:15 | UPPER:L4:17 | UPPER:L3:23 | UPPER:L2:23 | UPPER:L1:23 | UPPER:P:1625,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00162,10,UPPER:L1:22 | UPPER:L2:22 | UPPER:L3:22 | UPPER:L4:16 | UPPER:L5:15 | UPPER:L4:17 | UPPER:L3:23 | UPPER:L2:23 | UPPER:L1:23 | UPPER:P:1627,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00163,10,UPPER:L1:22 | UPPER:L2:22 | UPPER:L3:23 | UPPER:L4:17 | UPPER:L5:15 | UPPER:L4:16 | UPPER:L3:22 | UPPER:L2:23 | UPPER:L1:23 | UPPER:P:1625,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00164,10,UPPER:L1:22 | UPPER:L2:22 | UPPER:L3:23 | UPPER:L4:17 | UPPER:L5:15 | UPPER:L4:16 | UPPER:L3:22 | UPPER:L2:23 | UPPER:L1:23 | UPPER:P:1627,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00165,10,UPPER:L1:26 | UPPER:L2:26 | UPPER:L3:26 | UPPER:L4:19 | UPPER:L5:18 | UPPER:L4:20 | UPPER:L3:27 | UPPER:L2:27 | UPPER:L1:27 | UPPER:P:1633,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00166,10,UPPER:L1:26 | UPPER:L2:26 | UPPER:L3:26 | UPPER:L4:19 | UPPER:L5:18 | UPPER:L4:20 | UPPER:L3:27 | UPPER:L2:27 | UPPER:L1:27 | UPPER:P:1635,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00167,10,UPPER:L1:26 | UPPER:L2:26 | UPPER:L3:27 | UPPER:L4:20 | UPPER:L5:18 | UPPER:L4:19 | UPPER:L3:26 | UPPER:L2:27 | UPPER:L1:27 | UPPER:P:1633,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00168,10,UPPER:L1:26 | UPPER:L2:26 | UPPER:L3:27 | UPPER:L4:20 | UPPER:L5:18 | UPPER:L4:19 | UPPER:L3:26 | UPPER:L2:27 | UPPER:L1:27 | UPPER:P:1635,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00169,10,UPPER:L1:4 | UPPER:L2:4 | UPPER:L3:4 | UPPER:L4:3 | UPPER:L5:3 | UPPER:L4:4 | UPPER:L3:5 | UPPER:L2:5 | UPPER:L1:5 | UPPER:P:1649,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00170,10,UPPER:L1:4 | UPPER:L2:4 | UPPER:L3:4 | UPPER:L4:3 | UPPER:L5:3 | UPPER:L4:4 | UPPER:L3:5 | UPPER:L2:5 | UPPER:L1:5 | UPPER:P:1651,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00171,10,UPPER:L1:4 | UPPER:L2:4 | UPPER:L3:5 | UPPER:L4:4 | UPPER:L5:3 | UPPER:L4:3 | UPPER:L3:4 | UPPER:L2:5 | UPPER:L1:5 | UPPER:P:1649,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00172,10,UPPER:L1:4 | UPPER:L2:4 | UPPER:L3:5 | UPPER:L4:4 | UPPER:L5:3 | UPPER:L4:3 | UPPER:L3:4 | UPPER:L2:5 | UPPER:L1:5 | UPPER:P:1651,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,BNBNBNBNBN
UPPER,UPPER_C00173,10,UPPER:L2:0 | UPPER:L3:0 | UPPER:L4:0 | UPPER:L5:1 | UPPER:L4:2 | UPPER:L3:3 | UPPER:L2:2 | UPPER:L3:2 | UPPER:L4:1 | UPPER:L3:1,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,NBNBNBNBNB
