frame,cluster,role,n_qm_atoms,n_point_charges,point_charge_total,orca_input,qm_xyz,point_charge_file
15,PYR4,site_energy_embedding_pilot,26,172,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR4_embedding/frame015_PYR4_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR4_embedding/frame015_PYR4_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR4_embedding/frame015_PYR4_embedding.pc
15,PYR5,site_energy_embedding_pilot,26,188,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR5_embedding/frame015_PYR5_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR5_embedding/frame015_PYR5_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR5_embedding/frame015_PYR5_embedding.pc
16,PYR2,site_energy_embedding_pilot,26,176,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR2_embedding/frame016_PYR2_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR2_embedding/frame016_PYR2_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR2_embedding/frame016_PYR2_embedding.pc
16,PYR3,site_energy_embedding_pilot,26,192,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR3_embedding/frame016_PYR3_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR3_embedding/frame016_PYR3_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR3_embedding/frame016_PYR3_embedding.pc
16,PYR4,site_energy_embedding_pilot,26,164,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR4_embedding/frame016_PYR4_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR4_embedding/frame016_PYR4_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR4_embedding/frame016_PYR4_embedding.pc
16,PYR5,site_energy_embedding_pilot,26,196,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR5_embedding/frame016_PYR5_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR5_embedding/frame016_PYR5_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR5_embedding/frame016_PYR5_embedding.pc
17,PYR2,site_energy_embedding_pilot,26,184,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR2_embedding/frame017_PYR2_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR2_embedding/frame017_PYR2_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR2_embedding/frame017_PYR2_embedding.pc
17,PYR3,site_energy_embedding_pilot,26,164,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR3_embedding/frame017_PYR3_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR3_embedding/frame017_PYR3_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR3_embedding/frame017_PYR3_embedding.pc
17,PYR4,site_energy_embedding_pilot,26,192,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR4_embedding/frame017_PYR4_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR4_embedding/frame017_PYR4_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR4_embedding/frame017_PYR4_embedding.pc
17,PYR5,site_energy_embedding_pilot,26,192,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR5_embedding/frame017_PYR5_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR5_embedding/frame017_PYR5_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR5_embedding/frame017_PYR5_embedding.pc
18,PYR2,site_energy_embedding_pilot,26,164,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR2_embedding/frame018_PYR2_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR2_embedding/frame018_PYR2_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR2_embedding/frame018_PYR2_embedding.pc
18,PYR3,site_energy_embedding_pilot,26,172,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR3_embedding/frame018_PYR3_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR3_embedding/frame018_PYR3_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR3_embedding/frame018_PYR3_embedding.pc
18,PYR4,site_energy_embedding_pilot,26,172,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR4_embedding/frame018_PYR4_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR4_embedding/frame018_PYR4_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR4_embedding/frame018_PYR4_embedding.pc
18,PYR5,site_energy_embedding_pilot,26,200,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR5_embedding/frame018_PYR5_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR5_embedding/frame018_PYR5_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR5_embedding/frame018_PYR5_embedding.pc
19,PYR2,site_energy_embedding_pilot,26,176,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR2_embedding/frame019_PYR2_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR2_embedding/frame019_PYR2_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR2_embedding/frame019_PYR2_embedding.pc
19,PYR3,site_energy_embedding_pilot,26,192,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR3_embedding/frame019_PYR3_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR3_embedding/frame019_PYR3_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR3_embedding/frame019_PYR3_embedding.pc
19,PYR4,site_energy_embedding_pilot,26,176,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR4_embedding/frame019_PYR4_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR4_embedding/frame019_PYR4_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR4_embedding/frame019_PYR4_embedding.pc
19,PYR5,site_energy_embedding_pilot,26,192,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR5_embedding/frame019_PYR5_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR5_embedding/frame019_PYR5_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR5_embedding/frame019_PYR5_embedding.pc
20,PYR2,site_energy_embedding_pilot,26,188,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR2_embedding/frame020_PYR2_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR2_embedding/frame020_PYR2_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR2_embedding/frame020_PYR2_embedding.pc
20,PYR3,site_energy_embedding_pilot,26,168,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR3_embedding/frame020_PYR3_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR3_embedding/frame020_PYR3_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR3_embedding/frame020_PYR3_embedding.pc
20,PYR4,site_energy_embedding_pilot,26,192,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR4_embedding/frame020_PYR4_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR4_embedding/frame020_PYR4_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR4_embedding/frame020_PYR4_embedding.pc
20,PYR5,site_energy_embedding_pilot,26,188,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR5_embedding/frame020_PYR5_embedding.inp,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR5_embedding/frame020_PYR5_embedding_qm.xyz,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR5_embedding/frame020_PYR5_embedding.pc
