lag_ps,autocorrelation,autocorrelation_normalized
1.46,1.980791834843082e-06,0.05166760982085057
1.47,2.0867467133543645e-06,0.05443137087097134
1.48,1.9569371030522893e-06,0.051045375342261175
1.49,1.8426428110528296e-06,0.0480640863547456
1.5,1.6994815309442705e-06,0.04432982158649018
1.51,1.332491633919809e-06,0.03475713935198565
1.52,1.1540919553519312e-06,0.03010370489094322
1.53,9.692863452349344e-07,0.02528317605582428
1.54,8.198639302424946e-07,0.021385593836171102
1.55,6.424176660298759e-07,0.016757028541104925
1.56,6.871575237989696e-07,0.017924037347377093
1.57,1.0457023151668371e-06,0.02727643473605111
1.58,1.1724948767861205e-06,0.030583732598802177
1.59,1.4021258176876997e-06,0.036573499745756057
1.6,1.6214257220169248e-06,0.0422937888197111
1.61,1.4900108741228204e-06,0.03886592175855831
1.62,1.2163360140031492e-06,0.031727298889810865
1.63,6.900256266180924e-07,0.01799884986163418
1.64,4.1316586853339764e-07,0.01077715109239006
1.65,1.96593646452226e-07,0.005128011757457863
1.66,-2.983848904259133e-08,-0.0007783167228263872
1.67,-7.610784667327816e-08,-0.001985221494277602
1.68,-1.2707947950324839e-07,-0.0033147819209032453
1.69,-3.1373529677699517e-07,-0.008183572153197358
1.7,-5.565745321871474e-07,-0.014517868692419203
1.71,-7.044426931075221e-07,-0.0183749092501242
1.72,-8.344350871306279e-07,-0.021765672568065768
1.73,-1.2369574628130742e-06,-0.032265195377624414
1.74,-1.552508282070263e-06,-0.04049612420176396
1.75,-1.606606455563276e-06,-0.0419072383182956
1.76,-1.9634214063514997e-06,-0.05121451399021516
1.77,-2.315700016004372e-06,-0.06040346228432919
1.78,-2.6122655557781044e-06,-0.06813917298638437
1.79,-2.8608755774745737e-06,-0.074623996566841
1.8,-2.8419424259541207e-06,-0.07413013816727056
1.81,-3.0021495585852396e-06,-0.07830903242243475
1.82,-3.1621096154728447e-06,-0.08248148187462294
1.83,-3.1348839564767276e-06,-0.08177131904913938
1.84,-3.1625540001875877e-06,-0.08249307334811742
1.85,-3.229223681638928e-06,-0.08423210671220696
1.86,-3.1149295424263077e-06,-0.08125082171003234
1.87,-3.1666572721052143e-06,-0.08260010440948364
1.88,-3.073653977244965e-06,-0.08017417662324883
1.89,-2.8906403777896216e-06,-0.07540039116925275
1.9,-2.7253382697508636e-06,-0.07108859794066887
1.91,-2.2876678229346493e-06,-0.059672261565267296
1.92,-1.7587979376865927e-06,-0.045877049773534864
1.93,-1.266673392649637e-06,-0.03304031522679369
1.94,-6.957373408744334e-07,-0.018147836049083904
1.95,4.186893858882513e-08,0.0010921228291472355
1.96,5.423384656930289e-07,0.014146530565886554
1.97,1.0212776460922579e-06,0.026639333830468705
1.98,1.431018635190008e-06,0.03732714926867656
1.99,1.6066510694596063e-06,0.04190840204148328
2.0,1.4804709735347326e-06,0.03861707993043453
2.01,1.5624432933303658e-06,0.04075527222344056
2.02,1.5836642118037028e-06,0.04130880547031368
2.03,1.6526530383490034e-06,0.04310833215920641
2.04,1.5491689990804239e-06,0.04040902127274058
2.05,1.2344066315642061e-06,0.032198658676812646
2.06,1.02305118013578e-06,0.02668559526155541
2.07,8.609364121612442e-07,0.022456941633967335
2.08,5.450693760671575e-07,0.014217764508385801
2.09,3.296659675442595e-07,0.008599112881359056
2.1,2.386312372562038e-07,0.006224533765102631
2.11,-5.813800858850922e-08,-0.001516490471473656
2.12,-2.6925471834903853e-07,-0.007023326472457528
2.13,-4.012879578903595e-07,-0.010467323859767183
2.14,-5.809432819739926e-07,-0.015153510981356848
2.15,-1.099932858777235e-06,-0.02869100163719982
2.16,-1.6086512349969824e-06,-0.041960575001177676
2.17,-1.8022512858758815e-06,-0.0470105008511094
2.18,-2.137588821461741e-06,-0.05575755273317068
2.19,-2.5828673598673306e-06,-0.06737234101089053
2.2,-2.6530520745238688e-06,-0.06920306162901597
2.21,-2.586918821528857e-06,-0.06747802063691163
2.22,-2.518420942425222e-06,-0.0656912999786236
2.23,-2.6616122327561514e-06,-0.06942634754314907
2.24,-2.7623336428287964e-06,-0.07205359712318966
2.25,-2.871669961742167e-06,-0.07490556074980247
2.26,-2.837770451861573e-06,-0.07402131505632839
2.27,-2.747830917606864e-06,-0.07167530338483467
2.28,-2.702120655046368e-06,-0.07048298222859796
2.29,-2.7124272624779308e-06,-0.07075182308404952
2.3000000000000003,-2.839097972111192e-06,-0.07405594252049705
2.31,-2.5392954655591264e-06,-0.06623579773831087
2.32,-2.120368909623996e-06,-0.05530838302723207
