edge_index,source_node,target_node,source_element,target_element,source_type,target_type,bond_class,distance_nm,target_nm,absolute_deviation_nm
508,P:338,P:339,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
509,P:339,P:396,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1451171940191788,0.144973,0.00014419401917881158
510,P:339,P:398,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14514131045295142,0.144973,0.0001683104529514312
511,P:340,P:341,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
512,P:341,P:398,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1449241180756329,0.144973,4.8881924367083496e-05
513,P:341,P:400,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1457875166123628,0.144973,0.0008145166123628145
514,P:342,P:343,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
515,P:343,P:400,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14514131045295142,0.144973,0.0001683104529514312
516,P:343,P:402,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14511719401917844,0.144973,0.00014419401917845076
517,P:344,P:345,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
518,P:345,P:402,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1450620556865233,0.144973,8.905568652331497e-05
519,P:345,P:404,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14533409785731635,0.144973,0.00036109785731636146
520,P:346,P:347,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
521,P:347,P:404,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1448378403594865,0.144973,0.00013515964051349916
522,P:347,P:406,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1455128860273206,0.144973,0.0005398860273206074
523,P:348,P:349,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
524,P:349,P:406,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14489306401619093,0.144973,7.993598380906519e-05
525,P:349,P:408,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14484129245487956,0.144973,0.0001317075451204297
526,P:350,P:351,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
527,P:351,P:408,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1460342425597502,0.144973,0.0010612425597502084
528,P:351,P:410,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14533409785731655,0.144973,0.00036109785731655575
529,P:352,P:353,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
530,P:353,P:410,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1450620556865233,0.144973,8.905568652331497e-05
531,P:353,P:412,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1448930640161909,0.144973,7.993598380909295e-05
532,P:354,P:355,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
533,P:355,P:412,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14527560015363902,0.144973,0.00030260015363903214
534,P:355,P:414,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14487926007541588,0.144973,9.373992458411307e-05
535,P:356,P:357,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
536,P:357,P:414,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14574292435655314,0.144973,0.0007699243565531533
537,P:357,P:416,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14527560015363902,0.144973,0.00030260015363903214
538,P:358,P:359,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
539,P:359,P:416,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14489306401619054,0.144973,7.993598380945377e-05
540,P:359,P:418,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1450620556865233,0.144973,8.905568652331497e-05
541,P:360,P:361,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
542,P:361,P:420,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14501379244747678,0.144973,4.079244747678956e-05
543,P:361,P:478,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14481022063376614,0.144973,0.0001627793662338506
544,P:362,P:363,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
545,P:363,P:420,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14377760604489134,0.144973,0.0011953939551086479
546,P:363,P:422,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14501379244747678,0.144973,4.079244747678956e-05
547,P:364,P:365,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
548,P:365,P:422,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14481022063376614,0.144973,0.0001627793662338506
549,P:365,P:424,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1448343881818127,0.144973,0.00013861181818727863
550,P:366,P:367,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
551,P:367,P:424,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1445614056378809,0.144973,0.00041159436211909983
552,P:367,P:426,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361025,0.144973,0.0005811719763897383
553,P:368,P:369,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
554,P:369,P:426,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1447756885668307,0.144973,0.0001973114331692838
555,P:369,P:428,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14524462124292217,0.144973,0.00027162124292218204
556,P:370,P:371,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
557,P:371,P:428,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14437797615980058,0.144973,0.0005950238401994101
558,P:371,P:430,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1447756885668307,0.144973,0.0001973114331692838
559,P:372,P:373,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
560,P:373,P:430,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361064,0.144973,0.0005811719763893497
561,P:373,P:432,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1445614056378809,0.144973,0.00041159436211909983
562,P:374,P:375,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
563,P:375,P:432,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1448343881818127,0.144973,0.00013861181818727863
564,P:375,P:434,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14553693689232267,0.144973,0.0005639368923226751
565,P:376,P:377,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
566,P:377,P:434,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14433987668000794,0.144973,0.0006331233199920461
567,P:377,P:436,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361064,0.144973,0.0005811719763893497
568,P:378,P:379,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
569,P:379,P:436,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14501379244747703,0.144973,4.079244747703936e-05
570,P:379,P:438,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14433641259224939,0.144973,0.0006365874077506051
571,P:380,P:381,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
572,P:381,P:438,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181255,0.144973,0.00013861181818744517
573,P:381,P:440,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1445614056378809,0.144973,0.00041159436211909983
574,P:382,P:383,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
575,P:383,P:440,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1446167348545798,0.144973,0.00035626514542019816
576,P:383,P:442,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14464093473149287,0.144973,0.0003320652685071257
577,P:384,P:385,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
578,P:385,P:442,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14528936643815304,0.144973,0.000316366438153054
579,P:385,P:444,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14442298985964783,0.144973,0.000550010140352164
580,P:386,P:387,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
581,P:387,P:444,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14464093473149287,0.144973,0.0003320652685071257
582,P:387,P:446,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14461673485458015,0.144973,0.00035626514541983734
583,P:388,P:389,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
584,P:389,P:446,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1445614056378809,0.144973,0.00041159436211909983
585,P:389,P:448,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181255,0.144973,0.00013861181818744517
586,P:390,P:391,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
587,P:391,P:448,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506550244630848,0.144973,9.250244630848448e-05
588,P:391,P:450,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443398766800082,0.144973,0.0006331233199917963
589,P:392,P:393,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
590,P:393,P:450,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14500344823486072,0.144973,3.044823486073045e-05
591,P:393,P:452,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443398766800082,0.144973,0.0006331233199917963
592,P:394,P:395,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
593,P:395,P:452,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506550244630848,0.144973,9.250244630848448e-05
594,P:395,P:454,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181255,0.144973,0.00013861181818744517
595,P:396,P:397,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
596,P:397,P:454,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1445614056378809,0.144973,0.00041159436211909983
597,P:397,P:456,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14461673485458015,0.144973,0.00035626514541983734
598,P:398,P:399,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
599,P:399,P:456,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14464093473149287,0.144973,0.0003320652685071257
600,P:399,P:458,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14442298985964783,0.144973,0.000550010140352164
601,P:400,P:401,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
602,P:401,P:458,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14528936643815304,0.144973,0.000316366438153054
603,P:401,P:460,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14464093473149287,0.144973,0.0003320652685071257
604,P:402,P:403,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
605,P:403,P:460,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1446167348545798,0.144973,0.00035626514542019816
606,P:403,P:462,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1445614056378809,0.144973,0.00041159436211909983
607,P:404,P:405,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
608,P:405,P:462,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181255,0.144973,0.00013861181818744517
609,P:405,P:464,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14433641259224939,0.144973,0.0006365874077506051
610,P:406,P:407,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
611,P:407,P:464,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14501379244747703,0.144973,4.079244747703936e-05
612,P:407,P:466,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361064,0.144973,0.0005811719763893497
613,P:408,P:409,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
614,P:409,P:466,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14433987668000794,0.144973,0.0006331233199920461
615,P:409,P:468,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14553693689232267,0.144973,0.0005639368923226751
616,P:410,P:411,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
617,P:411,P:468,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1448343881818127,0.144973,0.00013861181818727863
618,P:411,P:470,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1445614056378809,0.144973,0.00041159436211909983
619,P:412,P:413,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
620,P:413,P:470,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361064,0.144973,0.0005811719763893497
621,P:413,P:472,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1447756885668307,0.144973,0.0001973114331692838
622,P:414,P:415,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
623,P:415,P:472,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14437797615980058,0.144973,0.0005950238401994101
624,P:415,P:474,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14524462124292217,0.144973,0.00027162124292218204
625,P:416,P:417,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
626,P:417,P:474,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1447756885668307,0.144973,0.0001973114331692838
627,P:417,P:476,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361025,0.144973,0.0005811719763897383
628,P:418,P:419,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
629,P:419,P:476,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1445614056378809,0.144973,0.00041159436211909983
630,P:419,P:478,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1448343881818127,0.144973,0.00013861181818727863
631,P:420,P:421,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
632,P:421,P:480,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14428097587693287,0.144973,0.0006920241230671254
633,P:421,P:538,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1455128860273206,0.144973,0.0005398860273206074
634,P:422,P:423,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
635,P:423,P:480,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1455128860273206,0.144973,0.0005398860273206074
636,P:423,P:482,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14531001341958558,0.144973,0.0003370134195855856
637,P:424,P:425,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
638,P:425,P:482,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14533409785731677,0.144973,0.0003610978573167778
639,P:425,P:484,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506205568652353,0.144973,8.905568652353701e-05
640,P:426,P:427,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
641,P:427,P:484,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14489306401619076,0.144973,7.993598380923173e-05
642,P:427,P:486,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14527560015363924,0.144973,0.0003026001536392542
643,P:428,P:429,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
644,P:429,P:486,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14574292435655337,0.144973,0.0007699243565533753
645,P:429,P:488,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1448792600754161,0.144973,9.373992458389102e-05
646,P:430,P:431,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
647,P:431,P:488,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14527560015363924,0.144973,0.0003026001536392542
648,P:431,P:490,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14489306401619112,0.144973,7.99359838088709e-05
649,P:432,P:433,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
650,P:433,P:490,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506205568652353,0.144973,8.905568652353701e-05
651,P:433,P:492,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14533409785731677,0.144973,0.0003610978573167778
652,P:434,P:435,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
653,P:435,P:492,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14603424255975045,0.144973,0.0010612425597504582
654,P:435,P:494,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14484129245487978,0.144973,0.00013170754512020766
655,P:436,P:437,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
656,P:437,P:494,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14489306401619115,0.144973,7.993598380884315e-05
657,P:437,P:496,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14551288602732082,0.144973,0.0005398860273208295
658,P:438,P:439,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
659,P:439,P:496,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1448378403594867,0.144973,0.0001351596405132771
660,P:439,P:498,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1453340978573166,0.144973,0.00036109785731661126
661,P:440,P:441,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
662,P:441,P:498,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506205568652353,0.144973,8.905568652353701e-05
663,P:441,P:500,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14511719401917866,0.144973,0.0001441940191786728
664,P:442,P:443,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
665,P:443,P:500,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14514131045295164,0.144973,0.00016831045295165326
666,P:443,P:502,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14578751661236306,0.144973,0.0008145166123630643
667,P:444,P:445,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
668,P:445,P:502,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14492411807563313,0.144973,4.888192436686145e-05
669,P:445,P:504,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14514131045295164,0.144973,0.00016831045295165326
670,P:446,P:447,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
671,P:447,P:504,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14511719401917905,0.144973,0.00014419401917906138
672,P:447,P:506,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506205568652353,0.144973,8.905568652353701e-05
673,P:448,P:449,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
674,P:449,P:506,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1453340978573166,0.144973,0.00036109785731661126
675,P:449,P:508,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14556441872930362,0.144973,0.0005914187293036277
676,P:450,P:451,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
677,P:451,P:508,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14484129245488003,0.144973,0.00013170754511995786
678,P:451,P:510,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14550257729676147,0.144973,0.0005295772967614798
679,P:452,P:453,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
680,P:453,P:510,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14484129245488003,0.144973,0.00013170754511995786
681,P:453,P:512,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14556441872930362,0.144973,0.0005914187293036277
682,P:454,P:455,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
683,P:455,P:512,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1453340978573166,0.144973,0.00036109785731661126
684,P:455,P:514,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506205568652353,0.144973,8.905568652353701e-05
685,P:456,P:457,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
686,P:457,P:514,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14511719401917905,0.144973,0.00014419401917906138
687,P:457,P:516,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14514131045295164,0.144973,0.00016831045295165326
688,P:458,P:459,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
689,P:459,P:516,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14492411807563313,0.144973,4.888192436686145e-05
690,P:459,P:518,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14578751661236306,0.144973,0.0008145166123630643
691,P:460,P:461,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
692,P:461,P:518,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14514131045295164,0.144973,0.00016831045295165326
693,P:461,P:520,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14511719401917866,0.144973,0.0001441940191786728
694,P:462,P:463,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
695,P:463,P:520,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506205568652353,0.144973,8.905568652353701e-05
696,P:463,P:522,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1453340978573166,0.144973,0.00036109785731661126
697,P:464,P:465,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
698,P:465,P:522,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1448378403594867,0.144973,0.0001351596405132771
699,P:465,P:524,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14551288602732082,0.144973,0.0005398860273208295
700,P:466,P:467,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
701,P:467,P:524,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14489306401619115,0.144973,7.993598380884315e-05
702,P:467,P:526,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14484129245487978,0.144973,0.00013170754512020766
703,P:468,P:469,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
704,P:469,P:526,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14603424255975045,0.144973,0.0010612425597504582
705,P:469,P:528,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14533409785731677,0.144973,0.0003610978573167778
706,P:470,P:471,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
707,P:471,P:528,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506205568652353,0.144973,8.905568652353701e-05
708,P:471,P:530,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14489306401619112,0.144973,7.99359838088709e-05
709,P:472,P:473,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
710,P:473,P:530,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14527560015363924,0.144973,0.0003026001536392542
711,P:473,P:532,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1448792600754161,0.144973,9.373992458389102e-05
712,P:474,P:475,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
713,P:475,P:532,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14574292435655337,0.144973,0.0007699243565533753
714,P:475,P:534,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14527560015363924,0.144973,0.0003026001536392542
715,P:476,P:477,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
716,P:477,P:534,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14489306401619076,0.144973,7.993598380923173e-05
717,P:477,P:536,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506205568652353,0.144973,8.905568652353701e-05
718,P:478,P:479,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000002,0.144973,2.7000000000027002e-05
719,P:479,P:536,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14533409785731677,0.144973,0.0003610978573167778
720,P:479,P:538,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14531001341958558,0.144973,0.0003370134195855856
721,P:480,P:481,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
722,P:481,P:540,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1455128860273206,0.144973,0.0005398860273206074
723,P:481,P:598,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14428097587693287,0.144973,0.0006920241230671254
724,P:482,P:483,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
725,P:483,P:540,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14531001341958558,0.144973,0.0003370134195855856
726,P:483,P:542,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14533409785731677,0.144973,0.0003610978573167778
727,P:484,P:485,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
728,P:485,P:542,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506205568652353,0.144973,8.905568652353701e-05
729,P:485,P:544,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14489306401619076,0.144973,7.993598380923173e-05
730,P:486,P:487,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
731,P:487,P:544,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14527560015363924,0.144973,0.0003026001536392542
732,P:487,P:546,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14574292435655337,0.144973,0.0007699243565533753
733,P:488,P:489,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
734,P:489,P:546,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1448792600754161,0.144973,9.373992458389102e-05
735,P:489,P:548,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14527560015363924,0.144973,0.0003026001536392542
736,P:490,P:491,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
