node_id,element,node_type,end,x_nm,y_nm,z_nm,coordinates_generated_by,energy_minimized,MD_relaxed
A:UPPER:-10:4,B,ANNULUS_INTERIOR,UPPER,4.563792335200367,3.5333695719206872,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-10:6,B,ANNULUS_OUTER_BOUNDARY,UPPER,4.665921691534642,3.3039766627849714,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-11:-1,N,ANNULUS_INTERIOR,UPPER,4.3746889732845275,4.136334050445854,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-11:-3,N,ANNULUS_INTERIOR,UPPER,4.272559616950253,4.36572695958157,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-11:-5,N,ANNULUS_INTERIOR,UPPER,4.170430260615977,4.595119868717286,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-11:1,N,ANNULUS_INTERIOR,UPPER,4.476818329618803,3.906941141310139,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-11:3,N,ANNULUS_INTERIOR,UPPER,4.578947685953078,3.6775482321744235,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-11:5,N,ANNULUS_INTERIOR,UPPER,4.681077042287353,3.448155323038708,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-13:-1,B,ANNULUS_INTERIOR,UPPER,4.507129031124224,4.195298461817612,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-13:-3,B,ANNULUS_INTERIOR,UPPER,4.404999674789949,4.424691370953327,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-13:-5,B,ANNULUS_OUTER_BOUNDARY,UPPER,4.302870318455675,4.654084280089043,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-13:1,B,ANNULUS_INTERIOR,UPPER,4.6092583874585,3.965905552681896,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-13:3,B,ANNULUS_INTERIOR,UPPER,4.711387743792775,3.7365126435461806,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-13:5,B,ANNULUS_OUTER_BOUNDARY,UPPER,4.81351710012705,3.5071197344104648,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-14:-2,N,ANNULUS_OUTER_BOUNDARY,UPPER,4.522284381876935,4.339477122071348,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-14:-4,N,ANNULUS_OUTER_BOUNDARY,UPPER,4.42015502554266,4.568870031207063,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-14:0,N,ANNULUS_OUTER_BOUNDARY,UPPER,4.624413738211211,4.110084212935632,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-14:2,N,ANNULUS_OUTER_BOUNDARY,UPPER,4.726543094545486,3.8806913037999164,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-14:4,N,ANNULUS_OUTER_BOUNDARY,UPPER,4.828672450879761,3.651298394664201,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-1:-5,B,ANNULUS_INTERIOR,UPPER,3.5082299714174936,4.3002978118585,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-1:-7,B,ANNULUS_INTERIOR,UPPER,3.4061006150832185,4.529690720994217,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
