calculation_type,frame,cluster,job,root,is_tracked_root,pair_rank,pair_label,orbital_role,orbital_index,orbital_spin,status,returncode,runtime_s,cube_size_bytes,cube_sha256,validation,nto_file,cube_file,transcript
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,1,False,2,51a->54a,hole,51,a,generated,0,1.0343404570012353,7259247,b75cb037ce3fb1542d5ff43e52b24021f971dfe4606bb8ddbc1cd882b4a2eec5,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR4_vacuum_reference_nto_s1_s2/frame000_PYR4_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR4_vacuum_reference_nto_s1_s2/frame000_PYR4_vacuum_reference_nto_s1_s2.s1.mo51a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR4_vacuum_reference_nto_s1_s2.s1.mo51a.log
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,1,False,2,51a->54a,particle,54,a,generated,0,1.0494927759864368,7259247,d78e3a4e57e4c66373b8cc433d3c5182318014de604116eff1ea9f5af08129c2,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR4_vacuum_reference_nto_s1_s2/frame000_PYR4_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR4_vacuum_reference_nto_s1_s2/frame000_PYR4_vacuum_reference_nto_s1_s2.s1.mo54a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR4_vacuum_reference_nto_s1_s2.s1.mo54a.log
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,1,52a->53a,hole,52,a,generated,0,1.038614317018073,7259247,c7c8bdfd885bee91800e9a0ecfb2cb222709fe7a8a04150fd9b3868e93c5b1e7,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR4_vacuum_reference_nto_s1_s2/frame000_PYR4_vacuum_reference_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR4_vacuum_reference_nto_s1_s2/frame000_PYR4_vacuum_reference_nto_s1_s2.s2.mo52a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR4_vacuum_reference_nto_s1_s2.s2.mo52a.log
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,1,52a->53a,particle,53,a,generated,0,1.0421034879982471,7259247,8cf4ba3b5a5d1150dfc416d9202e2b998deae20bed30f42030bb4c028e17d32e,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR4_vacuum_reference_nto_s1_s2/frame000_PYR4_vacuum_reference_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR4_vacuum_reference_nto_s1_s2/frame000_PYR4_vacuum_reference_nto_s1_s2.s2.mo53a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR4_vacuum_reference_nto_s1_s2.s2.mo53a.log
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,52a->53a,hole,52,a,generated,0,1.029375899990555,7259247,da5181bfb548ada07a93d9b64645d352efbbee6a9ddda768dc52b6c61e8d32b9,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR5_vacuum_reference_nto_s1_s2/frame000_PYR5_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR5_vacuum_reference_nto_s1_s2/frame000_PYR5_vacuum_reference_nto_s1_s2.s1.mo52a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR5_vacuum_reference_nto_s1_s2.s1.mo52a.log
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,52a->53a,particle,53,a,generated,0,1.0264419720042497,7259247,2d33782ca3de771194968be96e6418152eff35506ea74ad910a113a891c10e17,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR5_vacuum_reference_nto_s1_s2/frame000_PYR5_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR5_vacuum_reference_nto_s1_s2/frame000_PYR5_vacuum_reference_nto_s1_s2.s1.mo53a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR5_vacuum_reference_nto_s1_s2.s1.mo53a.log
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,2,False,1,52a->53a,hole,52,a,generated,0,1.0279866390046664,7259247,0f90074d484b0a6ed056876dbe1307febf2ade63b78ff7dd3fbb9c29fc7717f8,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR5_vacuum_reference_nto_s1_s2/frame000_PYR5_vacuum_reference_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR5_vacuum_reference_nto_s1_s2/frame000_PYR5_vacuum_reference_nto_s1_s2.s2.mo52a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR5_vacuum_reference_nto_s1_s2.s2.mo52a.log
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,2,False,1,52a->53a,particle,53,a,generated,0,1.0274482630193233,7259247,e06778674a13836d974b410d0b3f07fbf0dbc09ca039dabbe580e837588639c0,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR5_vacuum_reference_nto_s1_s2/frame000_PYR5_vacuum_reference_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR5_vacuum_reference_nto_s1_s2/frame000_PYR5_vacuum_reference_nto_s1_s2.s2.mo53a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR5_vacuum_reference_nto_s1_s2.s2.mo53a.log
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,2,False,2,51a->54a,hole,51,a,generated,0,1.02386234595906,7259247,bae7effe78d7ace3cf533312d4ccfc7a84953e42a5d2295aba3929f2ed9d4a66,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR5_vacuum_reference_nto_s1_s2/frame000_PYR5_vacuum_reference_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR5_vacuum_reference_nto_s1_s2/frame000_PYR5_vacuum_reference_nto_s1_s2.s2.mo51a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR5_vacuum_reference_nto_s1_s2.s2.mo51a.log
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,2,False,2,51a->54a,particle,54,a,generated,0,1.029020652989857,7259247,933e02b93aaeae63de07e5998a08e19c563e22819c29a2f079e9ce18dc256a5f,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR5_vacuum_reference_nto_s1_s2/frame000_PYR5_vacuum_reference_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR5_vacuum_reference_nto_s1_s2/frame000_PYR5_vacuum_reference_nto_s1_s2.s2.mo54a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR5_vacuum_reference_nto_s1_s2.s2.mo54a.log
